제목,카테고리1,카테고리2,카테고리3,지역명,시군구명,요약
전주 남고산성,인문(문화/예술/역사),역사관광지,성,전라북도,전주시,"전주시의 중심을 이루는 중앙동, 풍남동, 전동 등에는 유서깊은 문화 유적이 많다. 또 전주시에는 산성도 있어 동서학동에 남고산성이 있고 전주시 서북쪽에는 위봉산성이 자리한다. 전주 교육대학 뒤로 올라가면 220m 높이의 남고산 정상을 중심으로 둘러쌓은 2.95㎞ 길이의 남고산성이 있다. 축조 연대는 후백제의 견훤이 처음으로 쌓았다는 설과 그 이전부터 있었다는 설도 있다. 고덕산 줄기인 남고산에 쌓은 이 산성은 조선조 순종때 수축하여 남고진을 이곳에 두었으며 효종때 설치한 중 진영과 숙종 때 쌓은 위봉산성과 함께 이 고장을 지키는 역"
서울 몽촌토성,인문(문화/예술/역사),역사관광지,성,서울,송파구,"백제의 토성으로 한강 지류를 끼고 있는 이곳의 자연 지형을 이용, 진흙을 다져 쌓아 성벽을 만들었다. 특히 북벽의 단을 이룬 곳에서 목책을 세웠던 흔적이 발견되어 나무울타리로 방비했음을 알 수가 있다. 올림픽공원 내에 있는 '몽촌토성'은 백제가 고대국가의 터전을 마련한 한성시대, 즉 3~4세기 때 만들어진 거성의 하나이다. 하남 위례성으로 추정된다. 사적 제 297호로 지정되어 있다. 남한산성에서 뻗어내린 구릉지를 이용하여 외성과 내성으로 중첩된 구조로 지어진 성이다. 성 안에는 몽촌토성에서 발굴된 백제유물(세발토기, 긴 목 항아리"
금정산성,인문(문화/예술/역사),역사관광지,성,부산,금정구,"* 최대의 산성, 금정산성(金井山城) * 사적 제215호로 지정되어 있는 금정산성. 백두대간의 꼬리 끝자락에 해당하는 부산 금정산에는 신라 문무왕 때의 고승 의상대사가 창건했다는 고찰 범어사가 있을 뿐 아니라 삼국시대에 축조된 금정산성이 있다. 동래온천장 서북쪽 금정산(801.5m) 정상에 위치한 금정산성은 동래부 및 양산, 기장의 피난겸 항전성으로 전장 17,337m, 높이 1.5∼3m, 면적 약 8,213㎢에 이르는 산성이다. 이는 우리나라에서 가장 큰 규모이다. 축성연대는 정확히 알지 못하나, 위치 및 규모 등으로 보아 삼국시"
임진성,인문(문화/예술/역사),역사관광지,성,경상남도,남해군," 경남 남해군 남면 상가리 남쪽에 위치한 임진성은 이름 그대로 임진왜란 때 왜구의 침입으로부터 수호하기 위해 지어진 성이다. 높이 6m, 둘레 300m의 작은 규모로 만들어진 임진성은 내성과 외성으로 이루어져 있는데 내성은 길게 늘어선 돌덩이들이 차곡차곡 높게 쌓아져 있으며, 토성으로 된 외성은 흔적만이 남아있다. 임진왜란때 민관군이 힘을 합쳐 축성하여 민보성이라고도 불린다. 사방이 낭떠러지로 되어 있어 산성의 조건으로는 최적임을 알 수 있다. 현재는 이곳이 성지였음을 짐작케하는 길게 늘어선 돌담들과 동문터와 우물터만이 남아있다. "
칠곡 가산산성 및 가산바위,인문(문화/예술/역사),역사관광지,성,경상북도,칠곡군,"* 국내 유일의 3중성, 가산산성 및 가산바위 * 산골짜기를 이용하여 쌓은 석성(石城)으로, 조선 인조 18년(1640)에 축조되었다. 가산산성이 있는 곳은 신라시대 오악신앙(五岳信仰)의 중심인 명산 팔공산 정상에서 서쪽으로 약 10km 떨어진 해발 901m의 가산은 일곱 개의 봉우리로 이루어져 일명 칠봉산으로 불리어지는 명산이다. 산정에 나지막한 7개의 봉우리로 둘러싸인 평지가 있고 여기서 사방으로 7개의 골짜기가 뻗어나가고 있다. &nbsp; 임진, 병자 양란을 겪고 난 후 조선중기에 전략적 방어를 위하여 약 100여 년간에 걸"
홍지문 및 탕춘대성,인문(문화/예술/역사),역사관광지,성,서울,종로구,"임진왜란 및 병자호란 이후 수도 방위를 위하여 1719년에 완성한 성곽 서울 도성과 북한산성을 연결하기 위해 쌓은 것이다. 1715년(숙종 41)에 서울의 도성과 북한산성의 방어시설을 보완하기 위해 홍지문(弘智門), 오간수문(五間水門), 탕춘대성(蕩春臺城)을 건립하였다. 홍지문은 서울의 북서쪽 방어를 위한 탕춘대성의 출입문으로 한북문(漢北門)이라고도하며 홍지문에 연결된 탕춘대성은 서쪽에 있어서 서성(西城)이라고도 한다. 원래 탕춘대성이 있는 세검정 일대는 삼국시대부터 한산주(漢山州)로서 군사상 중요한지역이었다. 탕춘대성은 인왕산 정"
금이성,인문(문화/예술/역사),역사관광지,성,세종특별자치시,세종특별자치시,"* 철옹성으로 불리던 산성, 금이성 *금이성은 해발고도 430m의 금성산(金城山) 정상부를 감싸면서 축조된 테뫼식 산성이다. &nbsp;성의 둘레 길이 714m로 세칭 “철성” 이라 하며 금성으로 표기하기도 했는데, 삼국사기에 나오는 금현성이라 함은 이 산성을 이르는 것이다.전의면 금사리쪽 정북으로 30리를 뻗은 산맥의 최고봉인 금성산(424m)에 구축되어 북으로 전의.천안 방면, 남으로 금강일대를 굽어보고 있다. 축조 양식은 전형적인 백제 양식에 일부 통일신라 초기의 양식이 가미되어 테뫼형으로 축조되었다. 또한 성 안에서 출토된 "
안흥성,인문(문화/예술/역사),역사관광지,성,충청남도,태안군,"안흥성(안흥진성)은 근흥면 정죽리 안흥항의 뒷산에 위치해 있는데, 조선조 제17대 효종 6년(1655)에 축성된 것이다. 축성 연유를 살펴보면 경기사인 김석견이 왕에게 상소하여 안흥진성의 축조를 청원하니 왕이 지경연사인 이후원을 불러 안흥진성 축조의 필요성을 하문하였다. 이에 왕이 충청감사에 명해 안흥진성을 축조케하니 인근 19개 읍민이 동원되어 10여년만에 축성되었다. 안흥성은 이후 240년간 내려오다 조선조의 고종 31년(1894년) 동학혁명때 성내의 건물이 모두 소실되고, 이에 따라 성곽은 자연히 폐성되고 말았다. 지금도 성곽"
고창읍성,인문(문화/예술/역사),역사관광지,성,전라북도,고창군,"고창은 우리나라에서 군 단위로는 최대의 고인돌 밀집지역이다. 고창읍성(모양성)과 선운사, 그리고 동리 신재효와 미당 서정주의 고장인 고창은 삼한시대인 마한의 54개 소국 가운데 ""모로비리국""의 시초로 열리기 시작, 백제 때에는 ""모량부리현"" 또는 ""모양현""으로 불렸고 고려시대 이래 ""고창현""으로 불렸다. 고창은 방장산을 긴 노령산맥을 등허리에 안고, 서해에 연해지면서 자리한 고을터이다. 특히 고창은 전북의 삼신산 중 하나인 방장산 여맥이 이어져 일으켜 세운 곳이다. 방장산이 좌우로 펼쳐져 고창군 일대를 광할한 대지로 만든다. 고창은"
진주성,인문(문화/예술/역사),역사관광지,성,경상남도,진주시,"진주와 관련된 역사적 사건은 많다. 임진왜란 3대첩의 하나인 진주대첩 임란 때의 논개의 순국,1862년 전국적인 농민항쟁의 시발점이 된 진주농민항쟁 등 큰 사건만 해도 부지기수이다. 진주성은 삼국시대 거열성(居列城), 고려시대 촉석성 (矗石城)으로 불렀던 것으로 조선시대에 이르러 진주성으로 개칭되었다. 석축 된 성의 둘레가 약 1,760m(4,359척), 높이는 약 5~8m(15척)이며, 성 안에 우물과 샘이 각각 3개 있고, 군창(軍倉)이 있었다고 한다. 이보다 앞선 동국여지승람에 실린 하륜(河崙)(1347~1416년)의 성문기("
진도 남도진성,인문(문화/예술/역사),역사관광지,성,전라남도,진도군,"진도는 땅이 기름지고 농사가 번창해서 옥주라고도 부른다. ""한 해 농사지어 삼년을 먹는다""라는 말이 아직까지 내려올 정도로 물산과 인심이 넉넉한 고장이다. 진도는 예향이면서 워낙 외진 곳이기에 유배지로도 활용되었고, 군사적 요충지라서 군사 관련 유적들이 많이 남아있다. 남도석성은 백제 시대 매구리현의 중심지였던 곳으로 여겨지는데, 고려 삼별초군이 몽고군과의 항쟁을 위해 이곳에 성을 다시 쌓았으며, 그 후 1438년(조선 세종 20년)에 또다시 성을 보수한 것으로 알려져 있다. 남도석성은 높이 4~6m, 폭은 2.5∼3m 가량 되는 "
진도 용장성,인문(문화/예술/역사),역사관광지,성,전라남도,진도군,고려 원종 때에 몽고 항쟁 중에 왕실이 몽고에 굴복하자 삼별초는 끝까지 저항했다. 배중손 장군은 몽고군에게 쫓기어 강화도에서 진도로 옮겨와 새 나라를 세웠다. 그는 한동안 본토 일부와 제주도까지 세력권에 넣는 등의 위세를 떨쳤으나 결국 여몽연합군에게 토벌되고 말았다. 그 때 삼별초가 항쟁의 터전으로 삼았던 것이 용장산성과 남도석성이다. 용장산을 두르고 있는 성이 용장산성인데 주로 석성이지만 부분적으로는 토성이 섞인 곳도 있다. 이 안에 있는 용장성은 몽고에 무릎을 꿇은 고려조정에 반발하여 끝까지 싸울 것을 주장하며 난을 일으킨 삼별
고흥발포만호성,인문(문화/예술/역사),역사관광지,성,전라남도,고흥군,"발포진성은 현재 고흥군 도화면 발포리 성촌마을을 중심으로 있다. 이 성은 전라좌수영 산하의 5관5포(5관 - 순천, 낙안, 보성, 광양, 고흥 / 5포 - 사도, 여도, 녹도, 발포, 방답) 중 수군만호가 다스린 수군진성으로서 성종21년(1490) 축성되어 고종 31년(1894) 폐지된 조선 초기의 성이다. 또 이 성은 선조13년(1580) 이순신장군이 36세 때 발포만호로 부임해와 18개월 동안 재임했던 인연을 맺고 있다. 발포진성에 관한 기록은 『성종실록』에 보이는데 권245, 21년 경술 9월조에 『축…전라도발포성주일천삼백육십"
충주 남산성,인문(문화/예술/역사),역사관광지,성,충청북도,충주시,"* 역사와 이야기가 있는 삼국시대 산성, 충주산성 * 충주산성은 충주시 안림동과 직동 및 목벌동에 걸쳐 있으며 남산성 또는 금봉산성으로 불리기도 한다. &nbsp; 삼국시대에 축성된 것으로 보여지는 이 성은 외축 내착형이며 산 정상을 이어 쌓아진 퇴뫼식 산성이라고 할 수 있다. 축성 재료는 석재를 고루 쌓아 전형적인 고식을 보이며 성 둘레는 83년 충주시 조사에 의하면 1,145m이며 중간 중간이 무너지고 5개소에 775m의 성곽이 남아 있으며 성안의 넓이는 46,524㎡이고 성벽의 높이는 7~8m에 이르고 있다. 성안에는 우물자리"
행주산성,인문(문화/예술/역사),역사관광지,성,경기도,고양시,"덕양산 정상에 축조된 행주산성(사적 제56호)은 임진왜란 당시 의병과 승명을 포함한 2천3백명으로 왜군 3만 여명을 크게 물리친 임진왜란 3대첩 중 하나인 행주대첩이 일어났던 곳이다. 선조 25년(1592) 임진왜란이 일어나자 전라도 순찰사로 있던 권율 장군은 이 터에서 3만 왜군을 막아내고 그 여세를 몰아 수원 독산성에 포진하여 서울을 탈환하고자 경기, 충청, 전라 3도의 총 지휘관이 되어 선조 26년(1593) 2월 11일 승장 처영이 이끄는 승군을 포함한 장병 만 여명을 거느리고 행주산성에 진주하였다. 이 싸움에서는 우리나라의"
청주 상당산성,인문(문화/예술/역사),역사관광지,성,충청북도,청주시,"* 삼국시대 포곡식 석축산성, 상당산성 * 상당산성이란 명칭은 삼국시대 백제의 상당현에서 유래된 듯하다. 둘레가 4km를 넘는 거대한 포곡식 석축산성이다. 상당산성이 처음 축성된 것은 백제시대 때 토성으로 만들어진 것으로 추정되며 김유신의 셋째 아들 김서현(원정공)이 서원술성을 쌓았다는 기록이 전하기도 한다. 이후 조선시대 선조 29년 임진왜란 당시 개축되었다가 숙종 때 석성으로 개축하였다. &nbsp; 1996년 현재 이 성내에는 50여 가구가 살고 있다. 읍지(邑誌)에 따르면 이 산성은 1716년(숙종 42) 고지(古址)에 의거"
서운산성,인문(문화/예술/역사),역사관광지,성,경기도,안성시,"이 성은 북산리성지라고도 불리는데 차령산맥의 주봉인 서운산의 지봉에 축성된 테뫼식의 토축산성이다. 산성이 있는 곳은 평균 고도가 해발 490m쯤 되는 고지이며 심한 경사를 이루고 있다. 산성은 봉우리 2개를 연결하여 마치 말안장 모양을 하고 있는데, 남벽의 일부를 제외하고는 비교적 성벽이 잘 남아있다. 토축은 능선을 따라 소토법으로 축조하였으며 내황(內隍)을 만들었다. 성은 가파른 자연지형을 이용하고, 부분적으로 토축을 쌓아 보완하였는데 성의 전체둘레 중 자연지형을 이용한 부분이 620m이고 축성한 부분은 450m에 달한다. 성내에"
사천읍성,인문(문화/예술/역사),역사관광지,성,경상남도,사천시,"세종 27년(1445)에 축성된 사천읍성은 정동면 예수리 뒷산의 성황당 산성과 서로 마주하고 있으며, 본래 산성이 갖는 입지조건, 즉 주거지의 주위나 산세를 교묘하게 이용하여 견고한 성벽을 쌓아 유사시 적에 대한 방어와 백성을 보호하는 기능을 가진 평산성이다. "
